Date,CustomerID,Region,Product,Quantity,Revenue,Cost,Profit,Feedback
2024-09-20,1758,North,Product D,1,133.68,73.38,60.3,"Customer support resolved my issue quickly, thank you."
2024-09-20,2451,North,Product D,8,1071.49,682.1,389.39,The delivery was late and support was not helpful.
2024-09-20,1746,North,Product E,3,137.23,91.33,45.9,"Terrible experience, product was damaged."
2024-09-21,1902,Central,Product B,1,63.55,39.4,24.15,"Great value for money, will buy again."
2024-09-21,2010,South,Product E,11,536.62,251.35,285.27,"Terrible experience, product was damaged."
2024-09-22,1282,West,Product B,12,723.48,491.27,232.21,"Average experience, nothing special."
2024-09-22,2173,East,Product D,13,1658.76,960.9,697.86,"Excellent service, very satisfied with the product quality."
2024-09-23,1221,North,Product C,10,1596.04,718.56,877.48,Loved it! Exceeded my expectations.
2024-09-23,1324,South,Product D,1,145.92,93.69,52.23,"Not worth the price, quite disappointed."
2024-09-23,1379,West,Product C,3,439.62,275.06,164.56,"Average experience, nothing special."
2024-09-23,2205,East,Product D,12,1533.53,773.57,759.96,"Excellent service, very satisfied with the product quality."
2024-09-24,1624,West,Product D,8,944.97,632.95,312.02,"Average experience, nothing special."
2024-09-24,1662,West,Product A,11,1020.11,619.28,400.83,"Customer support resolved my issue quickly, thank you."
2024-09-24,1752,Central,Product E,12,571.23,273.86,297.37,"Not worth the price, quite disappointed."
2024-09-24,1033,West,Product D,8,1102.08,674.68,427.4,"Terrible experience, product was damaged."
2024-09-25,1265,East,Product C,10,1809.49,1140.13,669.36,"Average experience, nothing special."
2024-09-25,2443,South,Product D,1,131.38,81.74,49.64,The delivery was late and support was not helpful.
2024-09-25,2237,North,Product A,2,184.83,100.01,84.82,"Excellent service, very satisfied with the product quality."
2024-09-25,2211,West,Product C,4,739.75,459.96,279.79,"Great value for money, will buy again."
2024-09-25,1504,Central,Product A,8,765.66,402.95,362.71,"Great value for money, will buy again."
2024-09-26,1012,North,Product B,6,399.72,183.68,216.04,"Excellent service, very satisfied with the product quality."
2024-09-26,2265,North,Product B,3,194.61,100.68,93.93,"Not worth the price, quite disappointed."
2024-09-27,2466,North,Product E,2,97.58,54.92,42.66,"Great value for money, will buy again."
2024-09-28,1428,Central,Product C,14,2341.04,1238.61,1102.43,"Excellent service, very satisfied with the product quality."
2024-09-28,1502,South,Product D,14,1923.52,1108.82,814.7,"Customer support resolved my issue quickly, thank you."
2024-09-28,1375,East,Product D,10,1392.68,643.33,749.35,"Fantastic product, highly recommend to others."
2024-09-29,1376,South,Product A,7,643.41,423.44,219.97,Good quality but shipping took too long.
2024-09-29,2462,Central,Product B,13,801.99,453.5,348.49,"Terrible experience, product was damaged."
2024-09-30,1291,West,Product C,13,1998.49,1108.47,890.02,The delivery was late and support was not helpful.
2024-09-30,1616,West,Product C,5,769.31,454.29,315.02,"Average experience, nothing special."
2024-09-30,1389,Central,Product B,9,623.94,404.08,219.86,"Not worth the price, quite disappointed."
2024-10-01,1169,North,Product E,7,358.92,175.38,183.54,Loved it! Exceeded my expectations.
2024-10-01,1518,South,Product D,6,752.88,394.88,358.0,"Terrible experience, product was damaged."
2024-10-01,1704,North,Product C,14,2096.87,1070.54,1026.33,Loved it! Exceeded my expectations.
2024-10-02,2442,North,Product D,4,456.65,245.32,211.33,"Customer support resolved my issue quickly, thank you."
2024-10-02,1527,North,Product C,7,1281.34,577.95,703.39,"Customer support resolved my issue quickly, thank you."
2024-10-03,1406,West,Product A,9,886.48,454.0,432.48,"Terrible experience, product was damaged."
2024-10-03,1029,West,Product E,5,284.42,185.81,98.61,"Customer support resolved my issue quickly, thank you."
2024-10-04,2405,South,Product D,5,638.78,400.0,238.78,The delivery was late and support was not helpful.
2024-10-05,2357,South,Product C,8,1220.91,854.38,366.53,"Great value for money, will buy again."
2024-10-05,1326,West,Product E,4,234.34,160.58,73.76,"Average experience, nothing special."
2024-10-06,2222,South,Product B,7,444.92,284.72,160.2,"Not worth the price, quite disappointed."
2024-10-06,2178,North,Product A,6,590.13,295.16,294.97,"Customer support resolved my issue quickly, thank you."
2024-10-07,1359,Central,Product B,13,780.64,515.42,265.22,Loved it! Exceeded my expectations.
2024-10-07,1545,North,Product B,14,964.09,550.53,413.56,"Great value for money, will buy again."
2024-10-07,1691,North,Product D,1,114.36,76.58,37.78,The delivery was late and support was not helpful.
2024-10-07,1990,East,Product E,11,611.77,332.06,279.71,"Fantastic product, highly recommend to others."
2024-10-07,1152,North,Product B,5,299.8,159.4,140.4,"Not worth the price, quite disappointed."
2024-10-07,1991,Central,Product D,1,125.52,62.76,62.76,"Terrible experience, product was damaged."
2024-10-08,1764,East,Product A,8,750.23,371.44,378.79,Good quality but shipping took too long.
2024-10-08,1187,West,Product A,13,1485.54,833.7,651.84,Loved it! Exceeded my expectations.
2024-10-08,1551,Central,Product E,12,676.13,370.68,305.45,"Great value for money, will buy again."
2024-10-09,1385,West,Product C,4,666.27,350.39,315.88,The delivery was late and support was not helpful.
2024-10-09,1699,South,Product C,6,1176.66,609.9,566.76,"Great value for money, will buy again."
2024-10-09,2094,North,Product C,5,810.65,469.54,341.11,"Average experience, nothing special."
2024-10-10,2434,North,Product A,7,664.26,375.85,288.41,Loved it! Exceeded my expectations.
2024-10-10,1488,West,Product B,9,546.16,247.21,298.95,Loved it! Exceeded my expectations.
2024-10-10,1133,West,Product D,12,1400.94,765.31,635.63,"Excellent service, very satisfied with the product quality."
2024-10-11,1577,East,Product A,9,973.14,547.17,425.97,"Excellent service, very satisfied with the product quality."
2024-10-11,1999,West,Product E,2,91.4,51.21,40.19,"Customer support resolved my issue quickly, thank you."
2024-10-13,1565,East,Product C,3,561.27,271.76,289.51,Loved it! Exceeded my expectations.
2024-10-14,2462,West,Product E,10,514.42,351.65,162.77,"Fantastic product, highly recommend to others."
2024-10-14,2408,North,Product C,14,2412.94,1120.18,1292.76,"Fantastic product, highly recommend to others."
2024-10-15,1649,South,Product D,13,1530.93,864.42,666.51,"Great value for money, will buy again."
2024-10-15,1386,East,Product A,8,949.7,593.37,356.33,"Customer support resolved my issue quickly, thank you."
2024-10-16,1989,East,Product A,6,655.44,384.44,271.0,Good quality but shipping took too long.
2024-10-17,2342,East,Product E,5,295.94,136.76,159.18,"Terrible experience, product was damaged."
2024-10-17,1559,South,Product C,10,1796.93,1187.37,609.56,The delivery was late and support was not helpful.
2024-10-18,1220,Central,Product E,9,456.53,279.41,177.12,"Terrible experience, product was damaged."
2024-10-18,1099,Central,Product D,10,1219.61,550.05,669.56,Loved it! Exceeded my expectations.
2024-10-18,1282,West,Product C,7,1272.48,736.27,536.21,"Terrible experience, product was damaged."
2024-10-19,1419,West,Product D,10,1240.9,729.87,511.03,"Not worth the price, quite disappointed."
2024-10-20,2020,North,Product A,3,351.38,159.8,191.58,"Not worth the price, quite disappointed."
2024-10-20,1568,West,Product C,11,2065.82,1289.15,776.67,The delivery was late and support was not helpful.
2024-10-21,2445,East,Product B,1,77.53,43.21,34.32,"Terrible experience, product was damaged."
2024-10-21,1380,North,Product E,2,103.45,63.01,40.44,"Customer support resolved my issue quickly, thank you."
2024-10-21,1191,South,Product A,2,208.27,138.54,69.73,"Average experience, nothing special."
2024-10-22,1059,Central,Product C,4,761.57,372.61,388.96,"Average experience, nothing special."
2024-10-22,1938,South,Product B,12,959.62,621.28,338.34,"Average experience, nothing special."
2024-10-22,2113,South,Product C,6,1035.73,606.11,429.62,"Great value for money, will buy again."
2024-10-22,1684,North,Product C,14,2117.88,1303.24,814.64,"Terrible experience, product was damaged."
2024-10-22,1590,East,Product C,3,473.4,326.13,147.27,"Fantastic product, highly recommend to others."
2024-10-22,1105,East,Product A,4,420.41,282.08,138.33,"Great value for money, will buy again."
2024-10-23,1876,West,Product D,9,1142.57,554.44,588.13,"Customer support resolved my issue quickly, thank you."
2024-10-23,1917,South,Product E,10,596.88,347.44,249.44,"Fantastic product, highly recommend to others."
2024-10-23,1939,West,Product C,4,627.14,321.76,305.38,"Not worth the price, quite disappointed."
2024-10-23,1071,East,Product D,7,834.53,568.96,265.57,"Great value for money, will buy again."
2024-10-23,1684,North,Product A,13,1379.58,704.9,674.68,"Average experience, nothing special."
2024-10-23,2391,Central,Product A,2,186.09,122.16,63.93,"Average experience, nothing special."
2024-10-23,1456,East,Product D,14,2087.88,962.11,1125.77,Loved it! Exceeded my expectations.
2024-10-24,2327,Central,Product B,6,373.75,212.76,160.99,"Great value for money, will buy again."
2024-10-24,1880,West,Product B,3,196.9,110.56,86.34,"Not worth the price, quite disappointed."
2024-10-24,2464,East,Product E,1,58.29,31.17,27.12,The delivery was late and support was not helpful.
2024-10-25,1946,West,Product B,6,399.63,259.8,139.83,"Excellent service, very satisfied with the product quality."
2024-10-25,2325,West,Product D,5,587.9,300.99,286.91,"Fantastic product, highly recommend to others."
2024-10-25,2387,North,Product D,7,971.68,450.75,520.93,The delivery was late and support was not helpful.
2024-10-25,1555,Central,Product D,1,139.24,86.52,52.72,"Great value for money, will buy again."
2024-10-25,2217,East,Product E,5,269.96,155.96,114.0,"Excellent service, very satisfied with the product quality."
2024-10-25,1913,North,Product C,8,1524.75,810.74,714.01,"Excellent service, very satisfied with the product quality."
2024-10-26,1778,West,Product C,1,192.18,111.21,80.97,The delivery was late and support was not helpful.
2024-10-26,1574,South,Product E,5,293.83,198.45,95.38,The delivery was late and support was not helpful.
2024-10-26,1491,West,Product B,12,816.03,445.79,370.24,"Fantastic product, highly recommend to others."
2024-10-27,1833,North,Product C,2,308.58,138.88,169.7,"Not worth the price, quite disappointed."
2024-10-27,1208,West,Product B,7,518.93,325.06,193.87,Loved it! Exceeded my expectations.
2024-10-27,1363,North,Product D,13,1668.26,1088.49,579.77,"Average experience, nothing special."
2024-10-27,2366,East,Product A,4,390.75,261.57,129.18,"Not worth the price, quite disappointed."
2024-10-28,1307,North,Product B,8,483.69,292.28,191.41,"Average experience, nothing special."
2024-10-28,1667,East,Product C,7,1248.42,623.51,624.91,Good quality but shipping took too long.
2024-10-28,1343,Central,Product C,14,2763.36,1675.89,1087.47,"Fantastic product, highly recommend to others."
2024-10-29,2385,Central,Product D,12,1394.42,734.45,659.97,"Terrible experience, product was damaged."
2024-10-29,2079,North,Product A,5,595.78,307.91,287.87,Good quality but shipping took too long.
2024-10-30,1370,West,Product C,2,366.01,210.91,155.1,Good quality but shipping took too long.
2024-10-31,2164,North,Product D,8,1165.32,758.69,406.63,"Average experience, nothing special."
2024-10-31,1374,West,Product A,9,1041.63,559.5,482.13,"Terrible experience, product was damaged."
2024-10-31,1429,North,Product D,5,729.54,416.64,312.9,"Average experience, nothing special."
2024-10-31,1470,South,Product D,5,714.09,481.04,233.05,"Excellent service, very satisfied with the product quality."
2024-11-02,2122,Central,Product E,14,702.59,414.35,288.24,"Average experience, nothing special."
2024-11-02,1011,North,Product A,2,193.51,120.34,73.17,"Terrible experience, product was damaged."
2024-11-02,1614,East,Product E,7,429.76,261.62,168.14,The delivery was late and support was not helpful.
2024-11-02,1195,Central,Product C,6,993.26,512.4,480.86,"Customer support resolved my issue quickly, thank you."
2024-11-02,1631,South,Product D,9,1187.66,804.96,382.7,"Great value for money, will buy again."
2024-11-02,2308,East,Product D,13,1608.51,991.08,617.43,Good quality but shipping took too long.
2024-11-02,1581,East,Product C,5,916.18,542.06,374.12,"Great value for money, will buy again."
2024-11-03,1614,Central,Product B,5,414.1,289.44,124.66,"Customer support resolved my issue quickly, thank you."
2024-11-03,2325,North,Product A,13,1507.52,768.34,739.18,"Not worth the price, quite disappointed."
2024-11-03,1826,South,Product C,3,602.51,345.43,257.08,"Terrible experience, product was damaged."
2024-11-04,1117,Central,Product B,9,593.15,371.11,222.04,Good quality but shipping took too long.
2024-11-04,1893,North,Product B,3,235.27,134.6,100.67,"Excellent service, very satisfied with the product quality."
2024-11-05,1498,North,Product D,1,117.99,78.02,39.97,"Excellent service, very satisfied with the product quality."
2024-11-05,2317,East,Product A,12,1459.41,762.99,696.42,"Not worth the price, quite disappointed."
2024-11-06,1847,South,Product C,4,765.11,411.03,354.08,"Not worth the price, quite disappointed."
2024-11-06,1202,East,Product D,1,159.49,84.19,75.3,"Customer support resolved my issue quickly, thank you."
2024-11-06,2375,North,Product A,9,1079.73,491.97,587.76,"Great value for money, will buy again."
2024-11-06,1382,East,Product D,10,1575.04,1053.68,521.36,"Not worth the price, quite disappointed."
2024-11-07,1937,Central,Product D,6,825.2,493.92,331.28,"Terrible experience, product was damaged."
2024-11-08,2161,North,Product E,11,566.36,301.88,264.48,Loved it! Exceeded my expectations.
2024-11-09,1588,North,Product B,11,886.75,425.87,460.88,The delivery was late and support was not helpful.
2024-11-09,1593,West,Product D,13,1852.99,1001.73,851.26,"Terrible experience, product was damaged."
2024-11-10,2410,North,Product B,2,165.68,87.78,77.9,"Excellent service, very satisfied with the product quality."
2024-11-12,1240,South,Product D,12,1730.67,1117.42,613.25,"Not worth the price, quite disappointed."
2024-11-12,2387,East,Product E,7,415.17,271.94,143.23,"Average experience, nothing special."
2024-11-12,1668,Central,Product C,11,2225.5,1465.39,760.11,"Great value for money, will buy again."
2024-11-12,1784,West,Product E,5,318.12,167.42,150.7,"Terrible experience, product was damaged."
2024-11-13,1991,North,Product B,1,66.62,44.21,22.41,"Average experience, nothing special."
2024-11-13,1752,North,Product A,8,846.29,509.65,336.64,"Great value for money, will buy again."
2024-11-14,2135,East,Product E,14,667.04,418.59,248.45,"Customer support resolved my issue quickly, thank you."
2024-11-14,2111,South,Product D,2,294.39,163.66,130.73,"Not worth the price, quite disappointed."
2024-11-15,1959,Central,Product C,3,541.79,253.94,287.85,"Customer support resolved my issue quickly, thank you."
2024-11-15,2341,South,Product D,11,1591.12,740.31,850.81,"Not worth the price, quite disappointed."
2024-11-15,1931,South,Product B,5,410.65,254.7,155.95,"Great value for money, will buy again."
2024-11-15,2152,West,Product C,5,873.22,413.3,459.92,"Not worth the price, quite disappointed."
2024-11-15,2497,South,Product D,2,311.8,216.41,95.39,"Great value for money, will buy again."
2024-11-16,1547,East,Product A,11,1299.99,830.45,469.54,"Fantastic product, highly recommend to others."
2024-11-16,1708,South,Product E,7,442.74,277.55,165.19,"Great value for money, will buy again."
2024-11-16,2052,Central,Product B,9,701.9,438.46,263.44,"Excellent service, very satisfied with the product quality."
2024-11-16,2054,East,Product A,7,734.9,408.89,326.01,"Great value for money, will buy again."
2024-11-17,1418,South,Product D,10,1526.63,921.05,605.58,"Terrible experience, product was damaged."
2024-11-17,2322,North,Product A,13,1471.74,881.02,590.72,"Great value for money, will buy again."
2024-11-17,1641,North,Product D,13,1756.67,1116.1,640.57,"Great value for money, will buy again."
2024-11-17,1198,South,Product E,4,247.0,143.44,103.56,"Excellent service, very satisfied with the product quality."
2024-11-18,2368,Central,Product E,14,762.56,439.6,322.96,"Not worth the price, quite disappointed."
2024-11-18,1374,North,Product B,8,567.71,342.98,224.73,"Excellent service, very satisfied with the product quality."
2024-11-18,1349,North,Product A,4,502.5,323.38,179.12,"Excellent service, very satisfied with the product quality."
2024-11-18,1443,South,Product C,13,2341.48,1087.0,1254.48,Good quality but shipping took too long.
2024-11-19,2205,East,Product E,9,464.34,239.06,225.28,"Terrible experience, product was damaged."
2024-11-19,2134,South,Product A,9,1048.47,659.66,388.81,"Not worth the price, quite disappointed."
2024-11-19,1484,North,Product E,3,185.55,113.96,71.59,The delivery was late and support was not helpful.
2024-11-20,2404,East,Product D,10,1436.64,723.25,713.39,"Fantastic product, highly recommend to others."
2024-11-20,2252,Central,Product D,13,1764.19,1173.19,591.0,"Fantastic product, highly recommend to others."
2024-11-20,1643,South,Product B,11,797.99,496.03,301.96,Good quality but shipping took too long.
2024-11-20,1598,South,Product C,14,2795.44,1630.47,1164.97,"Terrible experience, product was damaged."
2024-11-20,1513,South,Product A,5,551.85,369.79,182.06,The delivery was late and support was not helpful.
2024-11-21,1807,South,Product D,14,1704.1,1114.31,589.79,Good quality but shipping took too long.
2024-11-21,1425,South,Product E,2,94.39,48.02,46.37,"Customer support resolved my issue quickly, thank you."
2024-11-21,1914,East,Product E,11,643.29,439.86,203.43,"Great value for money, will buy again."
2024-11-22,2224,North,Product A,9,901.78,427.37,474.41,"Fantastic product, highly recommend to others."
2024-11-23,1100,East,Product D,7,1022.08,476.08,546.0,"Customer support resolved my issue quickly, thank you."
2024-11-23,2218,North,Product C,3,551.08,255.8,295.28,The delivery was late and support was not helpful.
2024-11-23,2411,West,Product E,9,514.65,327.68,186.97,"Excellent service, very satisfied with the product quality."
2024-11-23,2360,West,Product A,3,297.37,196.95,100.42,"Customer support resolved my issue quickly, thank you."
2024-11-25,2073,Central,Product B,4,264.53,178.33,86.2,"Great value for money, will buy again."
2024-11-25,1892,West,Product B,12,759.92,470.16,289.76,"Customer support resolved my issue quickly, thank you."
2024-11-25,2469,Central,Product E,1,63.06,39.45,23.61,"Excellent service, very satisfied with the product quality."
2024-11-26,1434,South,Product E,13,758.87,380.15,378.72,Good quality but shipping took too long.
2024-11-26,2259,West,Product D,14,2147.93,1466.41,681.52,"Great value for money, will buy again."
2024-11-26,2203,North,Product C,5,997.37,632.97,364.4,"Average experience, nothing special."
2024-11-27,1024,West,Product D,9,1317.21,642.01,675.2,"Terrible experience, product was damaged."
2024-11-27,1711,Central,Product E,14,831.6,432.88,398.72,"Not worth the price, quite disappointed."
2024-11-28,1880,North,Product B,10,780.62,530.57,250.05,"Terrible experience, product was damaged."
2024-11-28,1259,Central,Product D,5,702.33,484.69,217.64,"Fantastic product, highly recommend to others."
2024-11-28,1333,Central,Product E,10,609.85,388.16,221.69,The delivery was late and support was not helpful.
2024-11-28,1416,South,Product C,10,1719.99,1202.38,517.61,Loved it! Exceeded my expectations.
2024-11-28,1896,Central,Product C,4,748.3,356.36,391.94,"Excellent service, very satisfied with the product quality."
2024-11-29,1556,West,Product E,14,677.31,308.13,369.18,"Not worth the price, quite disappointed."
2024-11-29,1869,West,Product C,5,854.18,520.73,333.45,"Great value for money, will buy again."
2024-11-29,2221,South,Product D,2,255.31,119.58,135.73,"Fantastic product, highly recommend to others."
2024-11-30,2204,West,Product A,10,1265.05,588.61,676.44,Good quality but shipping took too long.
2024-11-30,1945,North,Product D,2,255.39,116.03,139.36,"Terrible experience, product was damaged."
2024-11-30,1089,West,Product E,2,105.68,62.83,42.85,"Excellent service, very satisfied with the product quality."
2024-11-30,1281,Central,Product C,10,1802.87,912.93,889.94,"Terrible experience, product was damaged."
2024-11-30,1071,West,Product E,7,349.79,190.77,159.02,"Customer support resolved my issue quickly, thank you."
2024-11-30,1288,South,Product D,14,1994.66,1136.37,858.29,"Excellent service, very satisfied with the product quality."
2024-11-30,2363,North,Product E,7,424.01,238.57,185.44,"Great value for money, will buy again."
2024-12-01,2425,North,Product E,1,64.47,32.89,31.58,"Great value for money, will buy again."
2024-12-01,1136,West,Product D,13,1995.91,901.81,1094.1,"Average experience, nothing special."
2024-12-02,2072,South,Product D,9,1293.97,599.55,694.42,The delivery was late and support was not helpful.
2024-12-02,2366,Central,Product A,6,625.62,291.82,333.8,"Excellent service, very satisfied with the product quality."
2024-12-03,2155,West,Product A,10,1246.64,683.2,563.44,Good quality but shipping took too long.
2024-12-03,2230,North,Product C,12,2200.92,1272.84,928.08,"Customer support resolved my issue quickly, thank you."
2024-12-03,1870,West,Product E,3,202.97,139.93,63.04,Good quality but shipping took too long.
2024-12-03,1420,East,Product D,14,2041.32,1156.34,884.98,"Terrible experience, product was damaged."
2024-12-03,1339,West,Product B,12,940.91,434.24,506.67,Loved it! Exceeded my expectations.
2024-12-04,1559,West,Product A,11,1315.87,869.59,446.28,"Terrible experience, product was damaged."
2024-12-04,1291,South,Product D,4,595.09,412.25,182.84,"Customer support resolved my issue quickly, thank you."
2024-12-04,2033,Central,Product E,5,339.07,164.45,174.62,"Not worth the price, quite disappointed."
2024-12-04,1176,Central,Product D,4,669.77,341.99,327.78,"Excellent service, very satisfied with the product quality."
2024-12-04,1662,East,Product B,5,369.21,224.01,145.2,"Terrible experience, product was damaged."
2024-12-04,1446,East,Product E,9,589.76,398.98,190.78,"Terrible experience, product was damaged."
2024-12-05,2142,South,Product B,12,999.27,510.54,488.73,"Average experience, nothing special."
2024-12-05,2368,East,Product B,14,1233.42,727.53,505.89,Good quality but shipping took too long.
2024-12-07,1211,South,Product B,14,1274.23,639.63,634.6,"Excellent service, very satisfied with the product quality."
2024-12-08,2316,East,Product E,13,685.21,345.73,339.48,"Not worth the price, quite disappointed."
2024-12-09,2096,Central,Product B,3,249.89,133.39,116.5,"Terrible experience, product was damaged."
2024-12-09,1470,West,Product B,7,496.45,247.71,248.74,Good quality but shipping took too long.
2024-12-09,2090,Central,Product C,13,2706.5,1461.78,1244.72,Loved it! Exceeded my expectations.
2024-12-09,1720,North,Product E,7,426.58,271.61,154.97,"Customer support resolved my issue quickly, thank you."
2024-12-10,1524,South,Product A,11,1195.62,766.59,429.03,The delivery was late and support was not helpful.
2024-12-10,1678,Central,Product A,3,409.55,214.71,194.84,"Not worth the price, quite disappointed."
2024-12-10,2104,North,Product D,7,1022.73,591.61,431.12,"Not worth the price, quite disappointed."
2024-12-10,2283,West,Product E,6,371.54,224.33,147.21,Good quality but shipping took too long.
2024-12-10,1693,North,Product E,10,570.93,260.56,310.37,"Excellent service, very satisfied with the product quality."
2024-12-11,2241,South,Product B,3,211.56,122.0,89.56,Good quality but shipping took too long.
2024-12-11,1623,North,Product A,1,119.61,70.95,48.66,"Excellent service, very satisfied with the product quality."
2024-12-12,1498,North,Product D,11,1504.1,760.84,743.26,The delivery was late and support was not helpful.
2024-12-13,2135,Central,Product D,13,1756.86,1093.7,663.16,The delivery was late and support was not helpful.
2024-12-13,1548,West,Product A,13,1634.64,1017.86,616.78,"Fantastic product, highly recommend to others."
2024-12-14,1973,North,Product A,11,1326.47,837.16,489.31,"Not worth the price, quite disappointed."
2024-12-14,1498,South,Product C,6,1159.83,754.22,405.61,The delivery was late and support was not helpful.
2024-12-14,1275,Central,Product B,5,340.42,196.2,144.22,"Average experience, nothing special."
2024-12-14,1412,North,Product B,6,551.97,254.95,297.02,Good quality but shipping took too long.
2024-12-14,2048,East,Product E,14,936.47,468.06,468.41,Good quality but shipping took too long.
2024-12-14,1643,West,Product D,10,1531.37,839.67,691.7,"Fantastic product, highly recommend to others."
2024-12-15,1662,East,Product B,10,737.29,366.14,371.15,"Great value for money, will buy again."
2024-12-15,1883,Central,Product A,11,1506.93,870.8,636.13,Good quality but shipping took too long.
2024-12-15,2293,Central,Product A,13,1415.29,738.74,676.55,"Customer support resolved my issue quickly, thank you."
2024-12-15,2468,South,Product E,1,64.72,29.66,35.06,"Average experience, nothing special."
2024-12-16,2292,East,Product C,9,1713.08,1160.9,552.18,The delivery was late and support was not helpful.
2024-12-16,1502,East,Product A,12,1627.95,1023.76,604.19,Loved it! Exceeded my expectations.
2024-12-17,1673,South,Product C,5,1117.13,657.05,460.08,"Average experience, nothing special."
2024-12-18,2096,North,Product E,4,227.78,106.46,121.32,"Terrible experience, product was damaged."
2024-12-18,2153,Central,Product E,14,848.73,498.02,350.71,Loved it! Exceeded my expectations.
2024-12-19,1750,South,Product C,8,1427.62,717.76,709.86,The delivery was late and support was not helpful.
2024-12-20,1289,South,Product D,2,320.05,203.57,116.48,"Not worth the price, quite disappointed."
2024-12-20,1351,West,Product D,11,1864.15,998.67,865.48,"Excellent service, very satisfied with the product quality."
2024-12-20,1186,South,Product D,14,1968.79,1122.97,845.82,The delivery was late and support was not helpful.
2024-12-20,1064,East,Product E,1,65.56,44.76,20.8,"Excellent service, very satisfied with the product quality."
2024-12-21,2087,South,Product D,3,423.67,239.35,184.32,"Excellent service, very satisfied with the product quality."
2024-12-21,1128,South,Product D,9,1401.4,751.56,649.84,"Terrible experience, product was damaged."
2024-12-22,1844,North,Product A,10,1064.82,497.05,567.77,"Customer support resolved my issue quickly, thank you."
2024-12-23,1720,North,Product E,3,191.16,124.75,66.41,"Not worth the price, quite disappointed."
2024-12-24,1615,North,Product D,2,277.53,152.09,125.44,"Customer support resolved my issue quickly, thank you."
2024-12-24,1972,Central,Product A,5,523.62,339.69,183.93,The delivery was late and support was not helpful.
2024-12-25,1155,North,Product E,10,586.85,273.6,313.25,"Great value for money, will buy again."
2024-12-25,2235,Central,Product E,14,796.17,404.48,391.69,"Fantastic product, highly recommend to others."
2024-12-25,2091,South,Product E,8,428.62,277.78,150.84,"Great value for money, will buy again."
2024-12-25,1941,Central,Product D,1,131.74,91.4,40.34,Good quality but shipping took too long.
2024-12-26,1809,Central,Product C,12,2249.49,1318.59,930.9,"Terrible experience, product was damaged."
2024-12-26,1433,South,Product D,14,1837.8,860.66,977.14,"Excellent service, very satisfied with the product quality."
2024-12-26,2434,North,Product E,4,205.07,131.33,73.74,"Average experience, nothing special."
2024-12-26,1731,West,Product D,8,1184.51,707.47,477.04,"Customer support resolved my issue quickly, thank you."
2024-12-26,1611,East,Product A,11,1414.47,890.17,524.3,"Customer support resolved my issue quickly, thank you."
2024-12-26,1698,West,Product C,14,2827.21,1327.95,1499.26,Loved it! Exceeded my expectations.
2024-12-27,2353,West,Product E,12,682.65,368.84,313.81,"Fantastic product, highly recommend to others."
2024-12-27,1284,East,Product A,2,217.24,125.96,91.28,"Great value for money, will buy again."
2024-12-27,1207,Central,Product B,3,240.04,124.12,115.92,"Excellent service, very satisfied with the product quality."
2024-12-27,2497,North,Product E,14,793.0,382.83,410.17,"Average experience, nothing special."
2024-12-27,1760,Central,Product C,2,459.41,261.51,197.9,"Customer support resolved my issue quickly, thank you."
2024-12-27,1038,North,Product E,11,736.53,441.09,295.44,"Great value for money, will buy again."
2024-12-28,1100,North,Product A,13,1379.5,755.7,623.8,The delivery was late and support was not helpful.
2024-12-29,2456,South,Product A,3,325.07,185.49,139.58,Good quality but shipping took too long.
2024-12-29,1503,South,Product A,10,1300.0,680.49,619.51,Loved it! Exceeded my expectations.
2024-12-29,2229,North,Product C,2,428.33,221.58,206.75,"Great value for money, will buy again."
2024-12-29,1943,East,Product D,6,797.71,450.22,347.49,Good quality but shipping took too long.
2024-12-30,1722,East,Product E,4,266.64,181.96,84.68,Good quality but shipping took too long.
2024-12-30,2441,Central,Product D,8,1264.62,740.74,523.88,"Excellent service, very satisfied with the product quality."
2024-12-30,2390,West,Product B,10,915.07,454.43,460.64,"Terrible experience, product was damaged."
2024-12-31,1109,Central,Product A,13,1600.6,1025.11,575.49,"Customer support resolved my issue quickly, thank you."
2024-12-31,1870,West,Product C,13,2632.0,1377.54,1254.46,"Excellent service, very satisfied with the product quality."
2025-01-01,1424,East,Product C,2,459.0,265.64,193.36,The delivery was late and support was not helpful.
2025-01-01,2232,North,Product A,4,572.47,335.28,237.19,"Average experience, nothing special."
2025-01-01,1828,West,Product A,8,1150.06,782.04,368.02,"Fantastic product, highly recommend to others."
2025-01-02,1447,South,Product D,4,560.88,366.83,194.05,Good quality but shipping took too long.
2025-01-02,1741,North,Product C,8,1877.07,1078.65,798.42,"Excellent service, very satisfied with the product quality."
2025-01-03,2186,East,Product E,4,254.74,120.26,134.48,"Terrible experience, product was damaged."
2025-01-04,1508,North,Product C,3,680.12,392.53,287.59,"Customer support resolved my issue quickly, thank you."
2025-01-04,1829,South,Product E,3,185.75,118.19,67.56,"Great value for money, will buy again."
2025-01-05,1543,East,Product D,9,1497.21,914.66,582.55,"Average experience, nothing special."
2025-01-05,2424,East,Product C,6,1283.4,763.99,519.41,"Not worth the price, quite disappointed."
2025-01-05,1944,North,Product B,12,956.07,639.54,316.53,"Customer support resolved my issue quickly, thank you."
2025-01-05,1598,Central,Product B,7,581.21,339.88,241.33,"Terrible experience, product was damaged."
2025-01-06,1803,South,Product D,10,1500.71,1005.47,495.24,"Great value for money, will buy again."
